Date,Product,Units_Sold,Revenue
2022-09-16,Tablet,9,1323.56
2022-09-27,Printer,1,1610.71
2022-11-16,Printer,13,957.9
2022-04-30,Tablet,3,1097.35
2022-06-18,Smartphone,17,1775.24
2022-03-09,Smartphone,2,1643.42
2022-02-28,Laptop,3,476.88
2022-05-10,Laptop,5,1916.45
2022-09-23,Smartphone,4,770.26
2022-03-16,Monitor,18,781.73
2022-03-31,Monitor,1,1230.78
2022-12-23,Smartphone,10,156.96
2022-06-03,Printer,3,1732.61
2022-08-06,Smartphone,11,1942.22
2022-01-28,Printer,3,1559.76
2022-05-10,Printer,1,775.53
2022-03-07,Monitor,13,841.8
2022-05-24,Monitor,16,1350.35
2022-11-09,Monitor,8,178.15
2022-10-04,Printer,12,316.95
2022-04-13,Printer,13,1428.93
2022-11-10,Laptop,10,1124.65
2022-02-06,Smartphone,10,213.33
2022-09-06,Monitor,5,896.98
2022-06-05,Tablet,16,729.54
2022-05-12,Tablet,14,1624.73
2022-02-16,Printer,5,319.69
2022-07-14,Laptop,13,225.47
2022-04-13,Smartphone,6,193.04
2022-11-24,Printer,8,765.31
2022-06-20,Smartphone,3,1856.19
2022-03-30,Printer,13,477.12
2022-09-03,Monitor,11,736.66
2022-02-27,Laptop,13,1065.59
2022-04-15,Monitor,3,572.33
2022-06-29,Monitor,16,1792.34
2022-03-10,Tablet,10,429.61
2022-10-29,Tablet,12,1088.35
2022-06-02,Tablet,4,956.44
2022-01-25,Tablet,19,118.04
2022-02-04,Printer,14,1047.27
2022-01-15,Printer,18,1989.39
2022-04-16,Laptop,7,1936.14
2022-08-06,Tablet,5,1638.62
2022-03-15,Tablet,8,283.52
2022-12-10,Printer,10,1885.38
2022-10-12,Smartphone,18,1886.42
2022-02-07,Monitor,13,980.15
2022-07-16,Laptop,10,1158.01
2022-10-07,Printer,18,105.03
2022-10-02,Printer,6,1281.31
2022-06-23,Monitor,14,1172.57
2022-11-01,Laptop,9,238.92
2022-02-13,Printer,4,1284.77
2022-06-03,Tablet,10,1631.06
2022-06-02,Tablet,7,1579.64
2022-10-18,Printer,3,661.43
2022-05-22,Smartphone,10,211.47
2022-09-13,Smartphone,18,272.78
2022-11-08,Smartphone,3,239.36
2022-05-14,Tablet,12,1911.12
2022-02-01,Tablet,15,1065.39
2022-01-26,Monitor,4,463.16
2022-09-12,Smartphone,19,1272.13
2022-08-11,Monitor,10,363.3
2022-02-25,Printer,12,184.86
2022-10-20,Printer,2,812.76
2022-05-05,Laptop,16,1749.84
2022-08-18,Laptop,19,1043.22
2022-02-22,Laptop,3,960.79
2022-04-11,Laptop,11,516.26
2022-11-30,Tablet,7,1791.3
2022-10-19,Monitor,19,784.49
2022-12-23,Tablet,16,1956.96
2022-09-24,Printer,10,554.13
2022-10-10,Smartphone,4,1959.58
2022-01-02,Smartphone,10,768.26
2022-01-22,Monitor,5,1999.6
2022-03-07,Monitor,13,1265.95
2022-07-31,Printer,9,981.95
2022-08-24,Tablet,7,691.61
2022-01-17,Smartphone,2,405.02
2022-01-14,Tablet,19,984.39
2022-01-07,Printer,10,120.69
2022-12-01,Tablet,8,699.26
2022-08-10,Smartphone,3,1747.17
2022-04-14,Printer,14,834.4
2022-01-01,Tablet,8,676.62
2022-10-14,Tablet,10,1915.89
2022-09-04,Tablet,17,889.24
2022-04-01,Tablet,18,1666.55
2022-11-10,Monitor,18,1699.72
2022-11-08,Printer,16,1328.5
2022-08-02,Printer,16,1445.61
2022-02-12,Tablet,4,257.81
2022-03-15,Tablet,18,279.72
2022-08-30,Monitor,5,309.4
2022-02-18,Smartphone,2,1242.73
2022-12-30,Monitor,5,492.72
2022-11-12,Tablet,3,1765.21
2022-08-10,Tablet,12,1067.33
2022-12-16,Tablet,5,1066.16
2022-05-24,Tablet,18,1430.33
2022-11-25,Monitor,11,1463.56
2022-07-28,Tablet,17,1750.86
2022-04-09,Smartphone,5,861.3
2022-07-07,Laptop,1,535.22
2022-04-24,Smartphone,17,1631.94
2022-06-24,Tablet,5,1181.19
2022-09-28,Monitor,4,1907.77
2022-03-04,Tablet,16,167.07
2022-10-11,Monitor,7,438.25
2022-08-13,Laptop,1,1898.26
2022-06-10,Printer,4,1009.73
2022-02-05,Smartphone,11,1380.46
2022-05-21,Laptop,7,1290.4
2022-11-14,Tablet,9,599.22
2022-07-15,Monitor,14,1138.28
2022-05-31,Monitor,5,948.83
2022-09-26,Printer,19,338.34
2022-12-10,Laptop,11,1087.22
2022-02-09,Smartphone,15,165.36
2022-08-26,Monitor,17,1088.98
2022-08-10,Smartphone,19,1246.5
2022-10-08,Tablet,10,320.28
2022-08-13,Monitor,8,728.36
2022-06-03,Monitor,2,828.92
2022-10-07,Laptop,17,149.84
2022-12-19,Printer,10,255.31
2022-02-08,Tablet,17,1358.08
2022-08-05,Printer,11,1381.25
2022-09-01,Laptop,4,699.62
2022-04-19,Smartphone,9,1160.78
2022-03-02,Laptop,2,1708.46
2022-07-17,Laptop,11,710.58
2022-10-03,Laptop,10,1543.93
2022-06-21,Monitor,5,1916.23
2022-09-29,Tablet,9,1440.86
2022-09-28,Smartphone,12,1871.13
2022-02-11,Printer,17,1226.5
2022-07-08,Smartphone,13,926.12
2022-09-17,Monitor,10,1655.31
2022-06-01,Monitor,10,1099.87
2022-05-11,Printer,9,1265.71
2022-04-24,Monitor,6,1430.02
2022-08-10,Printer,14,623.96
2022-02-23,Monitor,4,658.86
2022-12-04,Laptop,16,612.84
2022-10-23,Monitor,14,1868.67
2022-02-11,Printer,9,578.73
2022-04-03,Printer,6,179.52
2022-09-17,Printer,12,788.41
2022-10-08,Tablet,12,1886.42
2022-12-22,Smartphone,12,429.19
2022-07-11,Smartphone,14,446.78
2022-05-05,Laptop,17,856.95
2022-10-23,Printer,8,452.33
2022-12-14,Tablet,15,317.81
2022-12-07,Tablet,10,900.32
2022-02-04,Tablet,13,1208.74
2022-02-16,Printer,1,418.77
2022-06-02,Tablet,4,1827.41
2022-08-26,Tablet,16,595.7
2022-01-05,Smartphone,15,399.34
2022-05-05,Monitor,2,1566.39
2022-11-24,Monitor,2,524.53
2022-03-28,Monitor,2,1535.95
2022-01-03,Printer,7,1366.99
2022-06-14,Laptop,12,933.3
2022-08-11,Laptop,10,1388.98
2022-12-15,Smartphone,14,1981.78
2022-10-24,Laptop,14,1074.63
2022-12-09,Laptop,11,1545.36
2022-12-07,Monitor,5,588.92
2022-01-25,Monitor,1,1966.69
2022-02-08,Printer,13,1270.19
2022-04-15,Laptop,18,859.5
2022-01-05,Printer,8,1163.33
2022-05-16,Tablet,9,960.56
2022-01-04,Smartphone,13,107.45
2022-06-18,Smartphone,5,1521.4
2022-11-12,Tablet,13,389.05
2022-11-06,Smartphone,3,922.52
2022-03-19,Laptop,13,595.42
2022-01-19,Printer,14,801.02
2022-07-24,Laptop,10,1762.59
2022-12-21,Smartphone,11,1681.23
2022-11-20,Laptop,15,1936.35
2022-02-02,Smartphone,12,223.96
2022-05-30,Printer,2,1470.38
2022-07-12,Smartphone,1,591.56
2022-05-19,Tablet,14,1103.21
2022-09-29,Smartphone,11,1942.75
2022-07-15,Tablet,11,1308.77
2022-05-07,Printer,13,1907.69
2022-12-15,Smartphone,9,846.94
2022-08-19,Printer,11,1286.79
2022-02-13,Monitor,12,458.76
2022-08-18,Monitor,14,1620.98
2022-08-04,Smartphone,6,1689.23
2022-09-01,Monitor,14,335.37
2022-01-09,Laptop,3,394.94
2022-09-07,Laptop,11,100.97
2022-07-19,Tablet,6,1769.14
2022-11-30,Monitor,10,1608.3
2022-03-20,Tablet,5,240.29
2022-09-02,Monitor,14,838.16
2022-07-09,Laptop,12,1848.9
2022-03-27,Monitor,19,1004.79
2022-09-28,Laptop,15,1956.1
2022-09-19,Laptop,8,386.27
2022-01-01,Printer,14,642.31
2022-01-20,Laptop,11,430.69
2022-05-10,Laptop,16,809.29
2022-11-22,Tablet,4,571.26
2022-09-15,Monitor,7,1432.15
2022-05-11,Smartphone,3,1100.76
2022-01-07,Smartphone,2,978.4
2022-12-06,Laptop,8,1344.82
2022-08-29,Monitor,7,1402.67
2022-07-11,Printer,12,525.15
2022-11-06,Smartphone,17,916.58
2022-10-24,Tablet,9,1017.78
2022-04-25,Tablet,6,1677.07
2022-04-12,Tablet,6,224.92
2022-12-04,Printer,11,638.96
2022-11-15,Printer,9,594.23
2022-01-01,Printer,8,1119.27
2022-01-25,Monitor,16,1126.38
2022-07-28,Monitor,1,717.03
2022-05-23,Monitor,2,273.76
2022-07-16,Printer,13,1744.82
2022-05-25,Smartphone,8,1947.16
2022-05-29,Smartphone,6,1988.27
2022-06-30,Smartphone,3,1940.28
2022-02-24,Monitor,9,1986.71
2022-12-29,Monitor,11,1463.86
2022-05-18,Smartphone,18,1188.65
2022-07-28,Printer,12,1495.26
2022-07-04,Smartphone,8,219.51
2022-03-06,Smartphone,10,128.23
2022-02-06,Laptop,12,1154.38
2022-04-22,Monitor,14,1903.36
2022-09-20,Laptop,9,620.33
2022-03-17,Laptop,17,795.36
2022-10-23,Tablet,3,985.38
2022-06-27,Laptop,4,297.96
2022-09-11,Printer,14,1362.11
2022-01-01,Smartphone,16,1187.12
2022-05-28,Tablet,19,1313.13
2022-12-30,Printer,10,1647.46
2022-06-08,Tablet,12,646.51
2022-11-20,Tablet,5,496.93
2022-09-25,Tablet,7,520.87
2022-05-30,Laptop,3,1559.74
2022-05-09,Printer,16,319.3
2022-05-06,Tablet,1,1036.91
2022-01-01,Tablet,1,1360.97
2022-04-27,Smartphone,12,1907.22
2022-05-29,Laptop,14,699.88
2022-09-26,Monitor,1,1333.76
2022-07-08,Printer,13,1280.67
2022-05-21,Smartphone,3,656.88
2022-04-15,Monitor,19,1926.06
2022-09-09,Monitor,3,414.88
2022-10-08,Printer,8,1210.1
2022-12-10,Printer,12,699.22
2022-04-11,Monitor,2,681.35
2022-10-09,Laptop,2,322.51
2022-12-24,Printer,15,732.27
2022-06-12,Tablet,4,1142.11
2022-07-22,Laptop,2,1253.93
2022-04-10,Printer,3,1099.38
2022-10-08,Tablet,19,1498.47
2022-09-14,Printer,12,211.88
2022-04-04,Printer,12,681.97
2022-11-20,Laptop,3,137.57
2022-10-06,Tablet,14,786.2
2022-08-15,Monitor,5,1813.06
2022-12-28,Smartphone,15,152.1
2022-05-30,Monitor,11,1770.52
2022-12-17,Tablet,4,1592.39
2022-03-03,Smartphone,17,420.26
2022-05-09,Laptop,19,1923.07
2022-07-06,Smartphone,19,1396.7
2022-03-09,Laptop,8,1337.84
2022-01-30,Laptop,15,790.25
2022-10-31,Monitor,9,1017.2
2022-10-02,Smartphone,17,1193.3
2022-05-07,Laptop,2,728.19
2022-08-01,Smartphone,6,1678.47
2022-11-02,Tablet,16,201.68
2022-05-14,Monitor,8,1278.66
2022-08-07,Tablet,16,820.58
2022-11-15,Smartphone,8,444.5
2022-06-06,Printer,4,1337.88
2022-07-07,Smartphone,6,605.41
2022-06-11,Laptop,19,902.74
2022-05-09,Monitor,13,420.72
2022-10-31,Printer,12,810.3
2022-03-30,Smartphone,8,1178.86
2022-06-11,Monitor,16,654.52
2022-02-05,Laptop,16,136.58
2022-08-15,Smartphone,3,1497.54
2022-05-31,Tablet,2,879.21
2022-03-22,Printer,15,729.51
2022-02-16,Monitor,18,699.14
2022-07-23,Smartphone,14,1274.86
2022-05-28,Monitor,12,1224.23
2022-08-19,Printer,5,730.21
2022-01-27,Tablet,16,973.72
2022-07-08,Smartphone,12,1472.61
2022-06-14,Printer,8,1822.49
2022-07-31,Laptop,12,944.49
2022-11-04,Smartphone,4,1653.2
2022-03-16,Laptop,8,1563.6
2022-04-02,Tablet,17,1041.45
2022-03-03,Tablet,2,1460.58
2022-03-07,Smartphone,17,605.07
2022-03-21,Monitor,16,1160.38
2022-05-20,Monitor,8,1592.31
2022-05-10,Monitor,9,256.73
2022-09-11,Monitor,13,1010.61
2022-11-16,Printer,2,601.72
2022-01-29,Smartphone,3,363.85
2022-07-21,Monitor,2,1222.69
2022-08-25,Tablet,16,1019.03
2022-03-28,Smartphone,12,1691.26
2022-04-06,Monitor,7,492.1
2022-10-14,Laptop,4,422.06
2022-12-05,Smartphone,6,191.62
2022-10-16,Monitor,2,517.43
2022-09-09,Printer,8,626.67
2022-06-29,Laptop,8,1877.94
2022-04-10,Laptop,3,1529.2
2022-03-14,Tablet,2,1108.06
2022-05-11,Monitor,2,562.23
2022-07-01,Monitor,1,1317.9
2022-07-13,Smartphone,1,735.93
2022-01-18,Tablet,14,1507.14
2022-05-06,Laptop,17,168.94
2022-07-30,Printer,12,1129.0
2022-01-07,Monitor,10,1333.6
2022-04-24,Laptop,5,1193.18
2022-12-06,Monitor,8,1067.64
2022-03-25,Monitor,19,401.9
2022-12-05,Printer,3,1995.32
2022-12-27,Printer,16,1597.77
2022-04-12,Printer,11,1643.57
2022-04-03,Smartphone,1,763.14
2022-11-12,Printer,13,1611.66
2022-04-12,Printer,16,599.4
2022-09-08,Printer,3,798.56
2022-01-24,Printer,18,1627.44
2022-12-31,Tablet,7,1505.62
2022-06-16,Smartphone,6,1172.73
2022-05-20,Monitor,4,468.86
2022-04-04,Smartphone,16,470.57
2022-06-30,Smartphone,12,1120.16
2022-03-05,Smartphone,11,1968.7
2022-01-04,Printer,16,1518.73
2022-04-04,Smartphone,17,458.42
2022-09-29,Tablet,19,517.63
2022-10-10,Monitor,7,1259.16
2022-05-12,Smartphone,15,709.91
2022-03-13,Monitor,1,1071.87
2022-10-31,Laptop,17,222.77
2022-03-22,Laptop,19,1781.53
2022-06-23,Smartphone,10,1441.87
2022-10-27,Tablet,15,1101.37
2022-02-21,Laptop,5,1270.74
2022-10-17,Laptop,1,610.62
2022-08-25,Tablet,19,1532.48
2022-10-04,Printer,1,281.55
2022-10-07,Smartphone,14,1985.6
2022-02-13,Laptop,16,1576.78
2022-09-11,Tablet,14,1446.79
2022-12-25,Laptop,14,225.04
2022-05-14,Monitor,11,409.89
2022-02-25,Laptop,7,1520.19
2022-01-14,Monitor,3,1766.95
2022-06-27,Printer,4,647.03
2022-04-11,Tablet,12,830.82
2022-06-29,Printer,3,1798.08
2022-09-14,Monitor,3,1999.02
2022-09-25,Laptop,8,691.21
2022-12-28,Printer,14,1143.31
2022-02-06,Monitor,10,1150.05
2022-07-23,Printer,1,1619.78
2022-09-16,Monitor,11,1426.99
2022-06-04,Laptop,2,498.77
2022-08-26,Printer,6,1946.49
2022-11-05,Tablet,9,265.69
2022-04-10,Printer,12,1538.36
2022-09-30,Monitor,1,1780.68
2022-04-23,Smartphone,12,653.05
2022-04-20,Laptop,1,1376.31
2022-05-23,Printer,5,119.68
2022-06-16,Monitor,13,301.44
2022-09-17,Tablet,10,1394.9
2022-05-25,Laptop,11,207.66
2022-08-18,Laptop,2,361.67
2022-09-25,Tablet,4,596.3
2022-02-01,Tablet,15,1374.52
2022-10-26,Monitor,4,810.45
2022-08-07,Printer,4,1641.7
2022-06-26,Laptop,11,1556.83
2022-04-14,Smartphone,4,677.65
2022-08-24,Tablet,8,539.18
2022-04-03,Tablet,9,901.43
2022-07-20,Laptop,15,100.24
2022-10-26,Tablet,5,1927.62
2022-08-19,Tablet,3,1714.73
2022-09-12,Printer,8,999.57
2022-03-26,Monitor,7,1750.13
2022-02-04,Monitor,10,1140.02
2022-04-27,Tablet,15,1448.21
2022-06-25,Smartphone,15,246.4
2022-10-03,Tablet,16,105.12
2022-03-26,Smartphone,1,144.91
2022-04-27,Smartphone,10,583.39
2022-12-28,Smartphone,5,1428.11
2022-07-23,Smartphone,8,562.94
2022-05-26,Laptop,9,1774.47
2022-08-03,Tablet,17,1799.2
2022-04-15,Laptop,13,1190.42
2022-12-15,Smartphone,13,914.79
2022-10-24,Printer,18,1348.85
2022-12-22,Monitor,1,1926.99
2022-03-10,Tablet,15,275.87
2022-09-12,Tablet,13,817.8
2022-08-19,Laptop,13,689.27
2022-07-22,Smartphone,2,1636.44
2022-12-28,Smartphone,12,441.8
2022-09-05,Laptop,8,225.98
2022-09-06,Tablet,18,1526.36
2022-05-24,Laptop,2,1420.74
2022-10-10,Monitor,8,356.99
2022-12-22,Tablet,7,778.48
2022-08-29,Smartphone,1,231.02
2022-12-07,Printer,14,674.76
2022-08-17,Printer,1,1437.02
2022-01-31,Tablet,13,1383.67
2022-04-19,Tablet,2,840.79
2022-01-27,Smartphone,16,223.83
2022-12-09,Printer,13,893.05
2022-06-09,Laptop,3,1680.3
2022-01-17,Laptop,1,392.14
2022-09-24,Laptop,12,991.89
2022-05-09,Laptop,7,1111.97
2022-08-08,Printer,7,693.9
2022-03-23,Printer,17,1312.76
2022-02-18,Smartphone,10,1223.62
2022-02-10,Tablet,17,472.99
2022-01-20,Printer,5,1443.01
2022-11-23,Printer,18,465.93
2022-02-06,Tablet,15,835.8
2022-02-08,Monitor,19,559.52
2022-04-19,Laptop,6,1535.95
2022-03-05,Printer,6,126.54
2022-06-24,Printer,7,1122.95
2022-10-06,Laptop,12,993.15
2022-02-01,Printer,18,1042.53
2022-07-28,Tablet,5,695.28
2022-01-19,Printer,11,1501.68
2022-04-16,Smartphone,18,263.09
2022-07-25,Printer,4,1555.94
2022-09-04,Laptop,7,1171.61
2022-11-19,Tablet,10,1086.58
2022-06-16,Printer,11,844.09
2022-03-30,Monitor,2,892.77
2022-11-12,Tablet,18,558.83
2022-01-11,Tablet,11,1149.47
2022-02-18,Monitor,12,499.82
2022-03-02,Printer,8,1497.79
2022-06-20,Smartphone,3,130.93
2022-05-23,Laptop,12,951.2
2022-07-26,Tablet,8,527.65
2022-07-20,Smartphone,10,1296.41
2022-01-05,Laptop,16,1830.48
2022-07-30,Laptop,14,736.67
2022-01-29,Printer,12,156.97
2022-07-09,Smartphone,10,1611.77
2022-07-07,Tablet,2,1308.79
2022-11-21,Tablet,10,1214.5
2022-09-12,Printer,14,965.01
2022-05-30,Tablet,16,339.36
2022-01-13,Laptop,6,1216.54
2022-06-06,Printer,8,1503.68
2022-03-21,Laptop,18,150.7
2022-12-22,Laptop,19,1369.43
2022-09-30,Monitor,1,176.07
2022-05-28,Monitor,11,167.9
2022-07-25,Printer,9,1971.86
2022-04-24,Laptop,6,1019.91
2022-01-06,Printer,17,865.4
2022-10-05,Monitor,10,965.31
2022-08-20,Printer,14,1787.01
2022-05-17,Smartphone,5,110.63
2022-06-09,Printer,6,661.75
2022-12-10,Smartphone,12,874.15
2022-10-16,Printer,12,1265.61
2022-07-24,Smartphone,11,698.11
2022-11-22,Smartphone,18,1933.14
2022-11-01,Smartphone,8,541.2
2022-12-26,Smartphone,1,348.76
2022-06-07,Tablet,1,1612.14
2022-12-24,Tablet,2,1527.31
2022-04-16,Printer,16,1247.89
2022-03-23,Monitor,4,1025.1
2022-12-08,Laptop,5,878.32
2022-09-27,Tablet,10,1021.96
2022-02-18,Smartphone,2,370.62
2022-07-25,Tablet,3,320.81
2022-08-06,Smartphone,12,1464.93
2022-11-02,Monitor,12,1955.3
2022-06-13,Tablet,17,608.98
2022-10-06,Laptop,10,1660.49
2022-11-18,Laptop,12,843.81
2022-08-19,Tablet,9,1181.25
2022-07-18,Tablet,10,393.67
2022-08-02,Laptop,9,1986.71
2022-10-11,Monitor,16,164.4
2022-10-03,Printer,18,1418.71
2022-07-04,Tablet,12,1299.04
2022-07-29,Tablet,17,413.03
2022-05-01,Laptop,2,1886.58
2022-08-04,Laptop,15,614.6
2022-04-07,Laptop,12,801.47
2022-04-29,Laptop,15,600.01
2022-12-31,Tablet,13,1707.56
2022-10-09,Smartphone,15,555.99
2022-04-16,Laptop,16,1108.53
2022-11-14,Monitor,5,1125.77
2022-05-22,Monitor,18,1086.92
2022-11-19,Tablet,18,1519.8
2022-09-25,Laptop,4,1631.11
2022-10-18,Printer,18,1395.54
2022-06-16,Laptop,15,178.92
2022-06-09,Tablet,6,1747.27
2022-08-19,Printer,5,996.6
2022-01-14,Tablet,13,1310.56
2022-07-12,Smartphone,3,1955.98
2022-06-04,Monitor,14,1364.67
2022-04-11,Tablet,2,1970.96
2022-03-01,Laptop,17,1839.16
2022-02-12,Laptop,7,1969.64
2022-07-12,Tablet,19,453.48
2022-11-07,Monitor,10,1509.67
2022-04-19,Tablet,16,166.36
2022-04-03,Tablet,14,1919.06
2022-08-04,Laptop,8,871.99
2022-06-12,Laptop,17,910.13
2022-12-17,Laptop,17,1689.04
2022-08-22,Monitor,6,897.99
2022-12-17,Laptop,12,408.12
2022-06-16,Printer,2,659.03
2022-05-28,Printer,14,1681.71
2022-01-28,Tablet,14,389.83
2022-09-16,Tablet,6,1751.6
2022-03-27,Smartphone,3,1755.18
2022-04-18,Printer,8,817.84
2022-04-27,Monitor,8,1579.29
2022-12-30,Tablet,7,1821.33
2022-01-15,Tablet,3,1218.29
2022-07-30,Monitor,7,663.1
2022-11-14,Printer,14,1931.49
2022-01-31,Smartphone,14,1667.13
2022-10-09,Monitor,4,472.24
2022-07-04,Smartphone,6,405.88
2022-03-07,Smartphone,7,1744.82
2022-11-12,Tablet,7,561.38
2022-03-04,Printer,11,1416.48
2022-08-16,Smartphone,9,761.31
2022-04-11,Monitor,4,245.14
2022-12-22,Printer,3,1536.17
2022-05-19,Laptop,15,958.19
2022-04-29,Laptop,18,1737.92
2022-02-26,Monitor,1,1981.86
2022-05-11,Laptop,7,1604.97
2022-02-06,Printer,14,521.92
2022-04-21,Printer,9,146.27
2022-06-02,Tablet,11,230.53
2022-09-07,Printer,19,1829.36
2022-08-30,Smartphone,2,1003.4
2022-07-27,Tablet,14,1537.86
2022-06-19,Smartphone,6,351.86
2022-09-14,Printer,4,1491.43
2022-10-06,Tablet,13,1734.15
2022-12-29,Monitor,11,1385.51
2022-04-23,Monitor,8,1580.49
2022-06-24,Monitor,4,1126.33
2022-03-30,Tablet,15,1546.76
2022-05-15,Printer,17,1836.31
2022-10-21,Printer,1,1096.97
2022-10-30,Tablet,16,1528.88
2022-12-25,Tablet,5,1963.5
2022-07-25,Laptop,17,117.73
2022-11-14,Laptop,11,1313.01
2022-03-14,Tablet,17,1078.48
2022-09-16,Monitor,5,789.96
2022-12-24,Printer,11,1782.41
2022-05-28,Monitor,6,1547.58
2022-08-13,Smartphone,2,825.74
2022-04-15,Smartphone,6,915.98
2022-02-13,Smartphone,1,1087.19
2022-12-22,Monitor,17,961.16
2022-01-26,Laptop,1,113.79
2022-10-31,Smartphone,11,942.63
2022-09-18,Tablet,12,431.64
2022-02-28,Printer,17,619.61
2022-03-02,Laptop,17,1995.2
2022-11-01,Smartphone,7,693.78
2022-03-11,Printer,17,188.99
2022-09-28,Printer,1,434.46
2022-09-14,Laptop,19,1730.55
2022-05-05,Monitor,19,288.8
2022-01-19,Printer,5,226.15
2022-04-29,Laptop,17,1001.5
2022-11-16,Smartphone,6,1349.04
2022-03-07,Laptop,8,1217.4
2022-09-02,Monitor,2,144.32
2022-02-26,Smartphone,8,1497.63
2022-02-13,Monitor,4,413.91
2022-01-12,Printer,15,211.22
2022-08-24,Laptop,1,1383.73
2022-01-24,Tablet,16,1474.62
2022-09-14,Monitor,16,1074.33
2022-10-11,Laptop,14,622.64
2022-11-20,Tablet,4,1289.73
2022-12-27,Tablet,15,494.03
2022-09-08,Laptop,8,1775.71
2022-04-04,Smartphone,2,1782.15
2022-01-22,Tablet,12,1058.65
2022-06-06,Laptop,12,1478.23
2022-03-30,Laptop,19,226.67
2022-07-21,Smartphone,4,1971.38
2022-07-16,Laptop,16,1221.91
2022-02-14,Monitor,19,540.01
2022-03-20,Monitor,19,1944.78
2022-02-08,Smartphone,6,914.6
2022-10-11,Printer,14,995.2
2022-06-04,Laptop,9,1601.49
2022-05-29,Monitor,13,1935.6
2022-12-09,Monitor,7,1472.16
2022-02-21,Laptop,9,649.45
2022-09-08,Laptop,9,1131.08
2022-05-27,Tablet,3,528.31
2022-11-25,Smartphone,1,339.98
2022-12-16,Tablet,13,1949.05
2022-09-15,Smartphone,1,1063.51
2022-09-30,Tablet,17,1272.71
2022-05-05,Smartphone,16,849.96
2022-07-23,Laptop,9,208.14
2022-09-13,Smartphone,14,1217.11
2022-05-11,Monitor,9,1480.45
2022-01-21,Printer,18,996.31
2022-03-19,Monitor,13,1891.61
2022-12-01,Smartphone,4,1390.06
2022-02-20,Smartphone,17,971.25
2022-12-28,Smartphone,13,211.75
2022-12-27,Printer,7,1166.77
2022-09-23,Printer,1,399.23
2022-04-26,Tablet,15,1054.79
2022-02-24,Smartphone,12,1161.45
2022-10-19,Tablet,1,1371.62
2022-02-20,Monitor,9,912.31
2022-11-26,Printer,14,919.83
2022-09-30,Laptop,18,260.19
2022-09-11,Printer,7,1966.91
2022-03-02,Tablet,8,1093.28
2022-12-13,Laptop,8,171.05
2022-12-17,Laptop,10,1911.96
2022-08-13,Laptop,9,1983.28
2022-12-02,Printer,18,1454.42
2022-04-13,Smartphone,5,496.1
2022-02-17,Laptop,19,1183.79
2022-08-13,Monitor,14,246.1
2022-12-08,Monitor,5,1536.52
2022-08-21,Laptop,4,1068.02
2022-03-11,Monitor,10,1579.22
2022-02-16,Monitor,2,1817.02
2022-08-16,Monitor,16,328.76
2022-01-10,Tablet,3,402.9
2022-07-04,Tablet,15,838.1
2022-03-21,Monitor,7,1036.58
2022-01-13,Smartphone,11,121.01
2022-11-10,Monitor,11,785.78
2022-12-06,Tablet,12,1780.3
2022-11-20,Laptop,12,1842.55
2022-03-25,Monitor,12,807.32
2022-03-27,Printer,6,1504.68
2022-06-06,Tablet,2,846.12
2022-05-24,Tablet,15,1775.26
2022-03-04,Tablet,2,168.1
2022-02-12,Laptop,1,639.68
2022-06-07,Printer,6,575.52
2022-07-04,Printer,16,430.57
2022-10-13,Printer,12,1322.42
2022-11-19,Tablet,2,1506.58
2022-01-24,Monitor,7,1812.9
2022-12-23,Monitor,8,1147.18
2022-07-24,Printer,7,993.54
2022-12-28,Tablet,13,1589.67
2022-08-12,Monitor,7,1337.38
2022-04-11,Smartphone,19,398.32
2022-07-23,Monitor,12,1675.11
2022-01-08,Monitor,16,843.12
2022-06-21,Smartphone,7,586.21
2022-07-27,Monitor,3,779.28
2022-04-06,Laptop,16,1707.82
2022-06-11,Tablet,2,1251.45
2022-10-18,Laptop,15,338.04
2022-04-06,Laptop,9,689.63
2022-11-02,Tablet,9,534.28
2022-05-25,Laptop,16,536.91
2022-09-15,Monitor,5,702.13
2022-10-27,Printer,12,307.13
2022-04-12,Printer,6,1107.97
2022-06-26,Laptop,7,235.0
2022-11-24,Printer,17,1432.37
2022-04-20,Laptop,12,1995.61
2022-07-17,Tablet,2,1592.85
2022-05-09,Smartphone,8,1449.67
2022-12-25,Laptop,16,824.77
2022-05-17,Smartphone,7,1685.99
2022-01-27,Monitor,4,1019.53
2022-05-17,Tablet,1,787.53
2022-06-13,Printer,6,1933.42
2022-12-15,Laptop,14,904.26
2022-12-22,Laptop,11,1003.01
2022-05-11,Monitor,2,723.72
2022-05-31,Tablet,6,189.1
2022-09-03,Smartphone,18,1803.33
2022-04-20,Tablet,18,1050.57
2022-03-14,Monitor,5,438.31
2022-10-13,Smartphone,4,1216.47
2022-10-02,Smartphone,9,1521.57
2022-12-24,Laptop,11,833.42
2022-03-08,Laptop,15,435.11
2022-02-19,Tablet,1,419.44
2022-10-31,Smartphone,14,1031.79
2022-01-03,Laptop,4,1675.95
2022-08-14,Smartphone,2,1162.6
2022-03-07,Smartphone,13,1585.25
2022-06-04,Printer,1,191.37
2022-12-28,Laptop,1,1859.78
2022-04-21,Laptop,2,1273.9
2022-10-23,Laptop,11,1556.85
2022-09-13,Printer,4,1868.75
2022-10-01,Monitor,8,1168.53
2022-06-04,Printer,8,659.26
2022-05-19,Monitor,7,755.57
2022-06-16,Tablet,19,557.15
2022-01-19,Laptop,5,861.32
